0.003039347	-0.008042895	0.0121010635	0.052871715	0.05143998	0.005135769	-0.035905063	0.03805676	-0.043114107	-0.034058068	-0.019830292	-0.023538416	-0.02669525	0.02096933	-0.03313982	0.0037186476
-0.05626849	-0.037204355	-0.008536155	0.039619636	0.009358433	-0.07209563	0.004822701	0.037344187	0.011550749	-0.03379479	-0.07603643	0.030371476	0.0013198006	0.009417766	-0.03319096	-0.017562445
-0.036460947	-0.006847257	0.034821026	0.016779495	0.036645096	0.03385006	0.033842776	0.060509786	-0.027637748	-0.005425703	-0.018392328	0.032940015	0.0015443701	0.06542838	-0.047304433	0.0038272485
0.03402298	0.012012664	-0.013493221	0.04871777	0.003170286	-0.018867733	-0.043691438	0.033617493	-0.05636682	0.0063591236	-0.052632086	0.03342849	-0.008994156	0.0044241045	-0.027651697	-0.01608676
0.010518272	-0.012809748	-0.09312076	0.045688856	0.065634	-0.003681428	0.021959264	0.057416722	-0.004734597	0.023280213	0.01778479	0.04993638	-0.042050343	-0.03521365	-0.029266527	0.014227056
-0.028034756	-0.050442502	-0.04109879	0.020915965	0.020500464	-0.018440666	-0.03290621	0.016669342	-0.0053809835	0.027790766	-0.018900584	-0.04091883	-0.030429792	-0.0011626737	0.019045396	0.067848496
0.023307525	-0.041235495	0.053081043	0.043586727	-0.010024651	-0.045652192	-0.010820255	0.013785402	-0.0014474045	-0.011339127	-0.07235263	-0.011075145	-0.04175626	0.01893433	-0.03800896	0.0007325052
-0.029571354	-0.008399663	0.04498746	-0.036069967	0.036501084	-0.0671006	0.058902986	0.052636813	-0.0128447935	-0.008411703	0.013425254	-0.043651823	0.0052964017	0.012344648	-0.008246976	0.017445922
-0.05291791	-0.04045961	-0.0076891435	0.0631391	7.170922e-05	-0.036563184	-0.03707205	-0.014026117	0.06392638	-0.0038805394	-0.0108118085	0.015983455	0.04245229	0.035095297	-0.057904284	-0.020195076
-0.06698996	-0.06290122	-0.043765806	-0.008502105	0.041187167	0.007094068	0.022389371	0.13050762	-0.0013562136	0.004792696	0.039104562	-0.040728975	-0.020894274	0.015552999	0.03904019	0.01688278
0.0029724299	-0.049024407	0.03148067	-0.013488353	0.017245773	-0.08807839	-0.01648797	0.0025368587	0.0048661465	-0.018417813	-0.03743626	0.05870675	0.061556198	-0.02892807	-0.016187347	0.020723682
-0.05981802	-0.024498168	-0.042797983	-0.10539641	-0.028733253	0.024885537	0.05751556	-0.0040712133	0.03993499	0.037191797	0.020958932	0.019624176	0.02855123	-0.059250716	-0.07697713	0.116378866
-0.043770522	0.011569528	0.049368363	0.053748835	0.030663365	0.016338607	0.007235257	0.034331005	-0.011280516	-0.03474048	0.006169817	0.04456663	-0.06946549	0.0008207662	-0.0069270562	0.0032617706
-0.05385886	0.015306924	-0.009047856	0.04795389	-0.010222554	-0.07252399	0.01763492	0.10364785	-0.0024734722	0.039004117	0.0020794086	0.076846756	-0.015482198	-0.012148396	-0.009122034	0.03441137
-0.019989008	0.005795576	-0.052133	0.02167885	0.07028635	-0.0075799325	-0.079273656	0.05232807	-0.042246446	0.037684467	0.020235432	0.02408453	0.022034733	-0.026609944	0.036468364	-0.02200372
-0.01317046	-0.0733399	-0.043865845	0.021251049	0.009483073	-0.03418866	0.08931265	-0.004639325	0.008267001	-0.027795509	-0.07097737	0.04591609	-0.037492257	0.01624187	-0.09200836	-0.043468386
-0.04560088	-0.018668596	0.031090906	-0.11353503	-0.025980672	0.04068394	0.10333597	-0.010156745	-0.0043241153	-0.07894031	0.047255877	0.09026543	-0.06943183	0.046682373	-0.03532305	0.0034023456
